Id,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleCondition,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,BsmtFullBath,BsmtHalfBath,GarageCars,GarageArea,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold
48,1,1,3,3,4,0,21,2,2,0,2,1,1,2,2,4,2,2,4,0,2,6,1,0,1,6,3,1,2,5,5,2,3,4,1,4,24.0,0.0,1632.0,1656.0,0.0,0.0,3.0,826.0,20,84,11096,8,5,2006,2006,0,1656,0,0,1656,2,0,3,1,7,0,2006,0,146,0,0,0,0,0,7,2007
49,1,1,3,3,4,0,17,2,2,1,5,1,1,2,3,4,0,4,4,3,6,6,1,2,1,6,3,6,1,3,3,0,3,4,1,5,0.0,0.0,736.0,736.0,0.0,0.0,0.0,0.0,190,33,4456,4,5,1920,2008,0,736,716,0,1452,2,0,2,3,8,0,0,0,0,102,0,0,0,0,6,2009
50,1,1,3,3,4,0,19,2,2,0,2,1,1,2,3,4,1,4,4,3,1,6,1,0,1,6,3,1,3,5,5,2,3,2,1,4,763.0,0.0,192.0,955.0,1.0,0.0,1.0,386.0,20,66,7742,5,7,1966,1966,0,955,0,0,955,1,0,3,1,6,0,1966,0,0,0,0,0,0,0,1,2007
51,1,1,1,3,0,0,8,2,2,0,5,1,1,2,3,4,2,2,4,0,2,6,1,2,1,6,3,1,0,5,5,2,3,4,1,4,182.0,0.0,612.0,794.0,0.0,1.0,2.0,388.0,60,0,13869,6,6,1997,1997,0,794,676,0,1470,2,0,3,1,6,0,1997,0,75,0,0,0,0,0,7,2007
52,1,1,3,3,4,0,3,2,2,0,0,1,1,2,3,4,2,4,4,3,6,6,1,4,1,6,2,5,3,5,5,2,3,2,3,4,0.0,0.0,816.0,816.0,0.0,0.0,2.0,528.0,50,52,6240,6,6,1934,1950,0,816,0,360,1176,1,0,3,1,6,1,1985,112,0,0,0,0,0,400,9,2006
53,0,1,1,0,0,1,9,8,2,2,2,1,1,2,1,4,1,2,4,1,3,2,1,4,0,6,3,4,3,5,5,2,3,4,1,4,104.0,712.0,0.0,816.0,1.0,0.0,2.0,516.0,90,110,8472,5,5,1963,1963,0,816,0,0,816,1,0,2,1,5,0,1963,106,0,0,0,0,0,0,5,2010
54,1,1,0,2,4,0,24,2,2,0,2,1,7,2,2,4,1,0,4,1,2,6,1,2,1,6,2,1,0,5,5,2,3,4,1,4,1810.0,0.0,32.0,1842.0,2.0,0.0,3.0,894.0,20,68,50271,9,5,1981,1987,0,1842,0,0,1842,0,1,0,1,5,1,1981,857,72,0,0,0,0,0,11,2006
55,1,1,3,0,4,1,12,2,2,0,7,1,1,2,3,4,1,4,4,3,0,6,1,4,1,2,5,5,3,5,5,2,3,2,1,4,384.0,0.0,0.0,384.0,0.0,0.0,2.0,572.0,80,60,7134,5,5,1955,1955,0,1360,0,0,1360,1,0,3,1,6,1,1962,0,50,0,0,0,0,0,2,2007
56,1,1,0,3,4,0,12,2,2,0,2,1,1,1,3,4,1,4,4,3,1,6,1,2,1,6,2,1,2,5,5,2,3,4,1,4,490.0,0.0,935.0,1425.0,0.0,0.0,2.0,576.0,20,100,10175,6,5,1964,1964,272,1425,0,0,1425,2,0,3,1,7,1,1964,0,0,0,407,0,0,0,7,2008
57,1,2,3,3,4,0,21,2,2,3,5,1,1,1,2,4,2,2,4,3,2,6,1,0,1,6,3,1,0,5,5,2,3,4,1,0,649.0,0.0,321.0,970.0,1.0,0.0,2.0,480.0,160,24,2645,8,5,1999,2000,456,983,756,0,1739,2,1,3,1,7,0,1999,115,0,0,0,0,0,0,8,2009
58,1,1,0,3,0,0,5,2,2,0,5,1,1,2,2,4,2,2,4,3,6,6,1,0,1,6,3,1,2,5,5,2,3,4,1,4,0.0,0.0,860.0,860.0,0.0,0.0,2.0,565.0,60,89,11645,7,5,2004,2004,0,860,860,0,1720,2,1,3,1,7,0,2004,0,70,0,0,0,0,0,8,2006
59,1,1,1,1,1,0,22,2,2,0,5,3,1,1,0,4,2,0,4,1,6,6,1,0,1,6,2,3,0,5,5,2,3,4,1,5,0.0,0.0,1410.0,1410.0,0.0,0.0,3.0,641.0,60,66,13682,10,5,2006,2006,1031,1426,1519,0,2945,3,1,3,1,10,1,2006,192,0,37,0,0,0,0,10,2006
60,1,1,3,0,4,0,5,2,2,0,2,1,1,2,3,4,1,4,4,0,0,6,1,0,1,6,3,5,3,5,5,2,3,2,1,4,632.0,0.0,148.0,780.0,0.0,0.0,1.0,352.0,20,60,7200,5,7,1972,1972,0,780,0,0,780,1,0,2,1,4,0,1973,196,0,0,0,0,0,0,1,2008
61,1,1,3,3,4,0,20,5,2,0,2,1,1,2,3,4,2,2,4,3,0,6,1,0,1,6,3,5,3,5,5,2,3,4,1,5,941.0,0.0,217.0,1158.0,1.0,0.0,2.0,576.0,20,63,13072,6,5,2004,2004,0,1158,0,0,1158,1,1,3,1,5,0,2006,0,50,0,0,0,0,0,5,2006
62,1,1,3,3,4,0,9,2,2,0,4,1,1,2,3,4,0,4,0,3,6,6,1,4,0,6,3,5,3,5,5,0,3,4,1,4,0.0,0.0,530.0,530.0,0.0,0.0,1.0,288.0,75,60,7200,5,7,1920,1996,0,581,530,0,1111,1,0,3,1,6,0,1935,0,0,144,0,0,0,0,3,2007
63,1,1,0,3,4,0,16,2,2,4,2,1,1,3,2,4,2,2,1,2,2,6,1,0,1,6,2,1,2,5,5,2,3,4,1,4,24.0,0.0,1346.0,1370.0,0.0,0.0,2.0,484.0,120,44,6442,8,5,2006,2006,178,1370,0,0,1370,2,0,2,1,6,1,2006,120,49,0,0,0,0,0,10,2007
64,1,1,0,0,4,0,17,6,1,0,5,1,1,2,3,4,0,4,4,3,6,6,1,2,1,6,3,5,3,5,5,2,3,0,1,4,0.0,0.0,576.0,576.0,0.0,0.0,2.0,480.0,70,50,10300,7,6,1921,1950,0,902,808,0,1710,2,0,3,1,9,0,1990,12,11,64,0,0,0,0,4,2010
65,1,1,3,3,4,0,5,2,2,0,5,1,1,1,3,4,2,2,4,3,2,6,1,0,1,6,3,1,2,5,5,2,3,0,1,4,739.0,0.0,318.0,1057.0,1.0,0.0,2.0,645.0,60,0,9375,7,5,1997,1998,573,1057,977,0,2034,2,1,3,1,8,0,1998,576,36,0,0,0,0,0,2,2009
66,1,1,3,3,4,0,16,2,2,0,5,1,1,1,2,4,2,0,4,0,6,6,1,0,1,6,2,3,2,5,5,2,3,4,1,4,0.0,0.0,1143.0,1143.0,0.0,0.0,3.0,852.0,60,76,9591,8,5,2004,2005,344,1143,1330,0,2473,2,1,4,1,9,1,2004,192,151,0,0,0,0,0,10,2007
67,1,1,3,3,4,0,12,3,2,0,2,1,1,1,3,4,1,2,4,1,2,6,1,4,1,2,2,1,2,5,5,2,3,4,1,4,912.0,0.0,1035.0,1947.0,1.0,0.0,2.0,576.0,20,0,19900,7,5,1970,1989,287,2207,0,0,2207,2,0,3,1,7,1,1970,301,0,0,0,0,0,0,7,2010
68,1,1,0,3,4,0,5,2,2,0,2,1,1,1,2,4,2,2,4,0,2,6,1,0,1,6,3,1,2,5,5,2,3,4,1,4,1013.0,0.0,440.0,1453.0,1.0,0.0,2.0,558.0,20,72,10665,7,5,2003,2003,167,1479,0,0,1479,2,0,3,1,7,0,2003,144,29,0,0,0,0,0,6,2007
69,1,1,3,3,0,0,17,0,2,0,2,1,1,2,3,2,1,4,4,3,6,6,1,4,1,6,3,1,3,5,5,2,3,4,1,4,0.0,0.0,747.0,747.0,0.0,0.0,1.0,220.0,30,47,4608,4,6,1945,1950,0,747,0,0,747,1,0,2,1,4,0,1945,0,0,0,0,0,0,0,6,2010
70,1,1,3,3,0,0,4,2,2,0,0,1,1,2,2,4,1,4,4,3,1,6,2,4,1,6,5,1,0,5,5,2,3,4,1,4,603.0,0.0,701.0,1304.0,0.0,0.0,2.0,667.0,50,81,15593,7,4,1953,1953,0,1304,983,0,2287,2,0,3,1,7,1,1953,0,21,114,0,0,0,0,7,2006
71,1,1,0,3,4,0,12,2,2,0,2,1,1,1,3,2,1,2,4,1,0,6,1,0,1,6,2,1,0,5,5,2,3,4,1,4,1880.0,0.0,343.0,2223.0,1.0,0.0,2.0,516.0,20,95,13651,7,6,1973,1973,1115,2223,0,0,2223,2,0,3,1,8,2,1973,300,0,0,0,0,0,0,2,2007
72,1,1,3,3,0,0,11,2,2,0,2,1,1,2,3,4,1,4,4,3,0,6,1,4,1,6,3,5,3,5,5,2,3,4,1,4,565.0,0.0,280.0,845.0,1.0,0.0,2.0,360.0,20,69,7599,4,6,1982,2006,0,845,0,0,845,1,0,2,1,4,0,1987,0,0,0,0,0,0,0,6,2007
73,1,1,0,3,0,0,8,2,2,0,5,1,1,1,3,4,2,2,4,3,6,6,1,2,1,6,5,1,0,5,5,2,3,4,1,4,0.0,0.0,832.0,832.0,0.0,0.0,2.0,427.0,60,74,10141,7,5,1998,1998,40,885,833,0,1718,2,1,3,1,7,1,1998,0,94,0,0,291,0,0,12,2009
74,1,1,3,3,4,0,12,2,2,0,2,1,1,1,3,4,1,4,4,3,0,1,1,2,1,6,3,1,3,5,5,2,3,1,1,4,320.0,362.0,404.0,1086.0,1.0,0.0,2.0,490.0,20,85,10200,5,7,1954,2003,104,1086,0,0,1086,1,0,3,1,6,0,1989,0,0,0,0,0,0,0,5,2010
75,1,1,3,3,0,0,17,2,2,0,5,2,1,2,2,2,1,1,4,3,6,6,1,2,0,6,3,5,3,5,5,2,3,4,1,4,0.0,0.0,840.0,840.0,0.0,0.0,1.0,379.0,50,60,5790,3,6,1915,1950,0,840,765,0,1605,2,0,3,2,8,0,1915,0,0,202,0,0,0,0,5,2010
76,1,1,3,3,4,0,10,2,2,3,7,1,1,2,3,4,1,2,4,1,2,6,1,4,1,6,3,3,3,5,5,2,3,1,1,4,462.0,0.0,0.0,462.0,1.0,0.0,1.0,297.0,180,21,1596,4,5,1973,1973,0,526,462,0,988,1,0,2,1,5,0,1973,120,101,0,0,0,0,0,11,2009
